微博id,微博内容,微博发布时间
MBiN3FEzD,"转发理由:今天热点非常多，周末情绪也很高，所以第一小时的博弈强度会超出以往。不是不买会死的那种，可以等到第二小时甚至尾盘再看，说不定有更好的买点。 从全市场来看，成交分布均匀些，不容易大震荡。好歹今天是注册制第一天，红着收盘大家都舒坦些。  
原始用户: 唐史主任司马迁
转发内容: 中法联合声明很长，内容也很多。此外还有一些没有在联合声明中的，在非正式会晤中交换的意见。此外法外长在中国与伊朗外长举行了罕见的面对面会谈。从二级市场角度看，飞机订单换造船订单还是比较有看点的，一方面是造船业继续开拓欧洲市场，另一面从船型也可以确定未来欧洲是通过提高排放门槛来挤占航...全文 ",2023-04-10 09:08
MBeaa1c0F,中法联合声明很长，内容也很多。此外还有一些没有在联合声明中的，在非正式会晤中交换的意见。此外法外长在中国与伊朗外长举行了罕见的面对面会谈。从二级市场角度看，飞机订单换造船订单还是比较有看点的，一方面是造船业继续开拓欧洲市场，另一面从船型也可以确定未来欧洲是通过提高排放门槛来挤占航...全文 ,2023-04-09 21:22
MB9ax0ygT,咱们这扎堆的朋友，有很多是搞研发或者是管理的，这两年上市进程快，所以共性的问题是：自己公司的股权激励能不能参与。跑来问我这个的非常多，其实我不具备所有特定公司的分析能力，我把共性的部分聊一下。首先，咱们都是炒股的，必然会直接去权衡，钱锁在公司股权激励里，会不会跑不赢二级市场？这...全文 ,2023-04-09 08:39
MB0lEaT10,半导体板块，投研框架要自上而下。强政策——黑科技——新消费。现在半导体在体现强政策的阶段。未来3-5年我们的目标是完全拿下成熟制程，并且向先进制程进军。这个趋势不以个人、企业乃至行业的意志为转移的。半导体做不好，我们所有的优势产业都会被限制。所以，投入的资源、政策的强度、全社会的聚...全文 ,2023-04-08 10:11
MASNkywNm,今天还是站在一万亿上，轮动也不错，小普涨的意思，挺难得的。休息两天，下周再战！  ,2023-04-07 14:58
MARGMfqWj,会议强调，集成电路标委会要全面实施《国家标准化发展纲要》会议宣布了标委会委员名单，审议通过了集成电路标委会章程，讨论了集成电路标准体系和年度工作计划。工业和信息化部和市场监管总局有关司局负责同志，全国集成电路标委会委员、专家咨询委委员代表70余人参加会议。如何举国协调，举国协作...全文 原图 ,2023-04-07 12:09
MARf1egfe,今天药走得顺畅，港股没开门，资金只能在A股交易海外宽松预期。可惜这个手艺我不会。光热收政策催化还可以，算是赛道里少有的亮点，这个开得太高也不太好参与。半导体回调，Ai应用向上午还行。看下午怎么博弈吧，重点在下午。  ,2023-04-07 11:00
MAPY49eQB,法国人来，诚意还是有的。坊间传的人民币协议，按照一些可信报道来分析，只是允许企业使用人民币结算，和巴西的取代其他结算还是有所不同的。在航空航天、民用核能领域，中法一贯是有合作的，这次也都有实际项目落地。之后还要去广州，不知道是否有新的进展。感觉有点学默婶的意思，除了北京，还要走走...全文 ,2023-04-07 07:46
MAJGvds3i,三年前的段子，改都不用改，蔡经理依旧在故事的C位。  原图 ,2023-04-06 15:46
MAJsreJp5,今天盘面受小作文和辟谣小作文冲击，所以下午比较卷。其实从设备和材料的角度来看，只要是能来8台机器，不管是1980还是2050，本质上都差不多。反正都是拿着核心设备来扩产，只要产能能达成就行了。当然，从7nm角度来看，差别很大。但从成熟制程来看，差别不大。至于AI本身就是借势调整，明天再低开...全文 ,2023-04-06 15:11
MAIJKDe0h,不要冲太猛，都开始自己的账户抽自己的账户的血，这，。。。青翼蝠王jpg  ,2023-04-06 13:21
MAHEHlzMR,啥时候第三代半导体开始补涨，就意味着半导体完全进入自己的节奏。从19年到21年，每次半导体动都是三代半先动。从21年到23年，进展最快的也是三代半。所以，当三代半导体开始补涨，就意味着资金开始在半导体领域全面做多。且是独立看半导体的资金。做多村龙是半导体的先导，因为估值低。做多三代半...全文 ,2023-04-06 10:36
MAHoSnZxD,"转发理由:边缘侧AI先走出来，半导体中军卖方研究员也基本都翻多了。今天虽然开盘差，但主线合力还可以。  
原始用户: 唐史主任司马迁
转发内容: 一天短暂的休市结束了，接下来几天都没有北向（更多细节见图），港股通也就明天可以搞。所以从交易量上来看，会少掉北向的量。尤其靠北向维护买入的板块，在下周二北向恢复之前，流动性会变差。且看关了门玩，成交是否还能保持在一万亿，如果可以的话，那么可以直接推断为有场外资金在流入。周末还是...全文 原图 ",2023-04-06 09:57
MAHkUuKyK,3月PMI57.8，28个月新高了，不用焦虑，实体在复苏。  ,2023-04-06 09:47
MAGSVlWnj,"转发理由:早盘博弈还是会比较厉害，缺乏北向，所以可能要下午才能平稳。  
原始用户: 唐史主任司马迁
转发内容: 一天短暂的休市结束了，接下来几天都没有北向（更多细节见图），港股通也就明天可以搞。所以从交易量上来看，会少掉北向的量。尤其靠北向维护买入的板块，在下周二北向恢复之前，流动性会变差。且看关了门玩，成交是否还能保持在一万亿，如果可以的话，那么可以直接推断为有场外资金在流入。周末还是...全文 原图 ",2023-04-06 08:38
MABQjpVu5,一天短暂的休市结束了，接下来几天都没有北向（更多细节见图），港股通也就明天可以搞。所以从交易量上来看，会少掉北向的量。尤其靠北向维护买入的板块，在下周二北向恢复之前，流动性会变差。且看关了门玩，成交是否还能保持在一万亿，如果可以的话，那么可以直接推断为有场外资金在流入。周末还是...全文 原图 ,2023-04-05 19:48
MApEG7O7y,保持心态积极很重要。心态积极才能认知到市场的机会。心态积极表现为：1、即使很看不起某个票，最多也只是无视，不参与，不会没事过去踩两脚。2、即使票卖飞了疯涨，最多不追，但不会转身就说哪哪不好。3、即使对于轮动意见相左，也不会互相砸盘试图卡位。4、即使有人扯大旗要做股神，最多就是私...全文 ,2023-04-04 12:47
MApfly64f,净值-20%的人，担心净值+200%的人被套住？依稀仿佛是梦回2014年，买银行股的人担心做一带一路的人套死。去年就一直一直讲，今年是688牛市。一定要参照，那么便是创板2013年开始的走法。不是二级要搞创新，是国家要搞创新突破，是历史推进到了这个阶段。当然，588000由于成分股里有很多被抬进来的...全文 已,2023-04-04 11:44
MAoLe4PFQ,"转发理由:不外乎是基本面估值法的，和卡位行业&政策周期的在博弈，两者都看好半导体，不外乎是节奏争议。这种争议会在博弈中一致，好像双人舞最终也会不踩脚。 正如前面AI锚定算力，现在提前卡位，胜率都很高。至不济分成几个波段做，总会一致的，波段也是钱。 愿意早信的已经赚钱了，不信就不信不信不亏钱  
原始用户: 唐史主任司马迁
转发内容: 半导体方向，时间线每向前推进一天，政策组合拳的效果便多显现一点；时间线每向前推进一天，行业周期便临近兑现一天。公募机构如果踏空了科技向的AI，再踏空半导体和消电弱复苏，那么今年的净值想好看会非常难，尤其是大型公募机构。所以，从选股上来看，多配白票，多配研究充分确定性强的票，多和大...全文 ",2023-04-04 10:30
MAoFOnX1R,剁了一个票，去抄另一个票做反包，然后净值贡献一样。我XX算是明白，交易量为啥放大了。  ,2023-04-04 10:17
MAoe9CiU1,半导体方向，时间线每向前推进一天，政策组合拳的效果便多显现一点；时间线每向前推进一天，行业周期便临近兑现一天。公募机构如果踏空了科技向的AI，再踏空半导体和消电弱复苏，那么今年的净值想好看会非常难，尤其是大型公募机构。所以，从选股上来看，多配白票，多配研究充分确定性强的票，多和大...全文 ,2023-04-04 09:09
MAjQstgP0,成交量放大到1.25万亿，AI半导体接近一半。但是赛道却没有看到大的跌幅，也没有之前预期的继续抽血的迹象，那么可以理解为公募加仓或者场外有资金来。到底是哪种贡献大，可以关注一下ETF的申购量以及最近新产品发行的状况。一定程度上也说明了，市场其实不缺钱，缺的是赚钱效应。只要赚钱效应到位，钱...全文 ,2023-04-03 21:59
MAfJPz2nb,show me the money  ,2023-04-03 11:32
MAfjycnN2,"转发理由:周末被一通教育如何搞数据资源；还好核心票还拿着，卖飞了通信后，不敢再乱动核心持仓。  
原始用户: 唐史主任司马迁
转发内容: AI方向，两个思路：1、增量看有独特的数据资源因素的企业，前提前提前提是国家让你商用这个数据，可以获准使用。2、非增量的存量票，是做减法的阶段，淘汰赛。震荡完，杂毛跌下去很难再起来，核心票整理完还走好。一点思考，不一定对。  ",2023-04-03 10:27
MAeJfFU7I,动辄“广场舞大妈接盘”，这种说辞的人，大号脑残。今年2023年了，按照60岁的退休，你说的这茬大妈是1960年后出生的。而他们年轻的时候，高考恢复了高考恢复了高考恢复了。你说的广场舞大妈，可能是前五批高考、中专的胜出者。是历经中国改革开放全程的时代见证者。你确定，你的眼界、认知能力会比得...全文 ,2023-04-03 08:58
MAeyiFFVX,"转发理由:原油站到了80以上，这对美国的通胀是非常不利的。这么多产油国毫无前兆地同时减产，一定程度上，也显示了美国对欧佩克尤其是中东产油国的控制力减弱。 从市场情绪来看，开盘的量冲完后，还是会卷。我个人配置仓部分滞涨品种也将迎来短线资金的加速。且行且珍惜吧。  
原始用户: 唐史主任司马迁
转发内容: 一季度的排名出来了，蔡经理拔得头筹。段子的说法是，去年给他寄刀子的基民，现在可以寄水果了，就用去年寄的刀子削皮。这个领域，两个事件周末备受关注。首先日本加入了美国的半导体封锁，后续可能对23种设备设阻。对于国产替代来说，时间表更为急迫，设备和材料以往还有一种说法是可以期待通过美系...全文 ",2023-04-03 08:31
MA95Uu6TN,一季度的排名出来了，蔡经理拔得头筹。段子的说法是，去年给他寄刀子的基民，现在可以寄水果了，就用去年寄的刀子削皮。这个领域，两个事件周末备受关注。首先日本加入了美国的半导体封锁，后续可能对23种设备设阻。对于国产替代来说，时间表更为急迫，设备和材料以往还有一种说法是可以期待通过美系...全文 ,2023-04-02 18:37
